position,title,placeId,dataId,thumbnail,phone,address,website,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,description,longitude,latitude,area
15,Peoples Grocery,ChIJKx4F_GnyNIgRMxWlpaTTzIw,0x8834f269fc051e2b:0x8cccd3a4a5a51533,https://lh5.googleusercontent.com/p/AF1QipOr2qNafXLM7DIyqcGNWWegqnwyvpdBFaKiXCYB=w122-h92-k-no,(412) 661-4689,"5136 Penn Ave, Pittsburgh, PA 15224",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6:30\u202fAM–7:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6:30\u202fAM–7:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '6:30\u202fAM–7:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '6:30\u202fAM–7:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6:30\u202fAM–7:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6:30\u202fAM–7:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6:30\u202fAM–7:30\u202fPM', 'date': '2023-10-18'}]}",4.5,32.0,Grocery store,"{'latitude': 40.4646459, 'longitude': -79.9413788}","['In-store shopping', 'Delivery']",,-79.9413788,40.4646459,Lawrenceville
16,Garfield Market,ChIJF3TJFG_yNIgRCXny5nQwcZk,0x8834f26f14c97417:0x99713074e6f27909,https://lh5.googleusercontent.com/p/AF1QipOYGTRBG93pDrVTuJrrBpvHtvkijeJqMJZgf4RG=w80-h141-k-no,(412) 361-1151,"340 N Aiken Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.2,61.0,Grocery store,"{'latitude': 40.467577299999995, 'longitude': -79.93448049999999}","['No-contact delivery', 'In-store shopping']",,-79.93448049999999,40.467577299999995,Lawrenceville
17,Le's Grocery,ChIJ065oem7yNIgRyNHK-Ydebww,0x8834f26e7a68aed3:0xc6f5e87f9cad1c8,https://lh5.googleusercontent.com/p/AF1QipPyPyS2PyUFIdNqO7bk_o3cfvOEt_sxGSnmb9Ps=w80-h106-k-no,(412) 361-8930,"5482 Penn Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.9,14.0,Grocery store,"{'latitude': 40.463966899999996, 'longitude': -79.932666}","['In-store shopping', 'Delivery']",,-79.932666,40.463966899999996,Lawrenceville
18,Whole Foods Market,ChIJuzJXK3fzNIgRRGhy1I7o2eI,0x8834f3772b5732bb:0xe2d9e88ed4726844,https://lh5.googleusercontent.com/p/AF1QipPGHECH-DEWNt8XxRlsXMK1CWNH5m5VOrXeSs-Y=w80-h106-k-no,(412) 441-7960,"5700 Penn Ave, Pittsburgh, PA 15206",https://www.wholefoodsmarket.com/stores/eastliberty,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.3,571.0,Grocery store,"{'latitude': 40.462272299999995, 'longitude': -79.9286584}","['No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping']","Mainstay for natural & organic food. Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).",-79.9286584,40.462272299999995,Lawrenceville
19,Market District Supermarket,ChIJS1VVVRDyNIgRZH6zaKD986M,0x8834f2105555554b:0xa3f3fda068b37e64,https://lh5.googleusercontent.com/p/AF1QipOnUghuFCcahNmsX5uXeEpbaYHKiLsO6PbrX9it=w163-h92-k-no,(412) 681-1500,"5550 Centre Ave, Pittsburgh, PA 15232",https://www.marketdistrict.com/store-locator/store-details,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.3,4854.0,Grocery store,"{'latitude': 40.4565029, 'longitude': -79.9346192}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']",,-79.9346192,40.4565029,Lawrenceville
20,Bombay Food Market,ChIJ_TZ3jjryNIgRtqpEUTSzkZs,0x8834f23a8e7736fd:0x9b91b3345144aab6,https://lh5.googleusercontent.com/p/AF1QipOUf9ym5DYBySK_P4n0maId_LozheF2EKZK3bxK=w122-h92-k-no,(412) 687-7100,"4605 Centre Ave #1503, Pittsburgh, PA 15213",https://bombay-food-market.business.site/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.3,759.0,Indian grocery store,"{'latitude': 40.4521243, 'longitude': -79.95175239999999}",['Identifies as women-owned'],,-79.95175239999999,40.4521243,Lawrenceville
1,East End Food Co-op,ChIJqXKGXcLtNIgR1463ucRHX8I,0x8834edc25d8672a9:0xc25f47c4b9b78ed7,https://lh5.googleusercontent.com/p/AF1QipOvE2Z6mF3RwJAth1S4d39VrPvwMQ5T1wI_cu_H=w137-h92-k-no,(412) 242-3598,"7516 Meade St, Pittsburgh, PA 15208",http://www.eastendfood.coop/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.6,1524.0,Grocery store,"{'latitude': 40.448231, 'longitude': -79.895472}","['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store shopping', 'Same-day delivery']",,-79.895472,40.448231,Point Breeze
2,Giant Eagle Supermarket,ChIJqxxSBv_xNIgRHpqI1G1fn18,0x8834f1ff06521cab:0x5f9f5f6dd4889a1e,https://lh5.googleusercontent.com/p/AF1QipMacTHyXvVPfeYv_1LZncNID0jEvHWdPh3P7Gmr=w163-h92-k-no,(412) 421-8161,"1901 Murray Ave, Pittsburgh, PA 15217",https://www.gianteagle.com/stores/pa/pittsburgh/squirrel-hill-giant-eagle/38,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.0,1580.0,Grocery store,"{'latitude': 40.4354495, 'longitude': -79.9226013}","['Curbside pickup', 'In-store pickup', 'In-store shopping']",,-79.9226013,40.4354495,Point Breeze
3,Trader Joe's,ChIJ1zoyg4rtNIgRSxPRbL-pIKM,0x8834ed8a83323ad7:0xa320a9bf6cd1134b,https://lh5.googleusercontent.com/p/AF1QipMIpYy39-WDCmFo-kRVw9dTKdSw4tviW7KKpVbS=w122-h92-k-no,(412) 363-5748,"6343 Penn Ave, Pittsburgh, PA 15206",https://locations.traderjoes.com/pa/pittsburgh/638/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.6,2748.0,Grocery store,"{'latitude': 40.4592363, 'longitude': -79.9191827}","['In-store shopping', 'Same-day delivery']","Specialty grocer with housebrand items. Grocery chain with a variety of signature items, plus produce, dairy & more (most sell wine & beer).",-79.9191827,40.4592363,Point Breeze
4,Food Shoppe,ChIJFWbuuADyNIgRYShQuP2H4RU,0x8834f200b8ee6615:0x15e187fdb8502861,https://lh5.googleusercontent.com/p/AF1QipOYzTJVD2aDAg7iW7vJ6QaqDaaaiVmSm8_WMl26=w122-h92-k-no,(412) 521-0718,"5878 Northumberland St, Pittsburgh, PA 15217",http://www.foodshoppe.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': 'Closed', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.8,115.0,Supermarket,"{'latitude': 40.441561, 'longitude': -79.920557}","['Delivery', 'In-store shopping']",,-79.920557,40.441561,Point Breeze
5,Giant Eagle Supermarket,ChIJ55g2E3DuNIgRy790OF-ioGM,0x8834ee70133698e7:0x63a0a25f3874bfcb,https://lh5.googleusercontent.com/p/AF1QipPq4rCB7GIcHPZLa0rPEENzZ8hRdQcBYSo6x_Lc=w189-h92-k-no,(412) 371-4614,"1705 S Braddock Ave, Pittsburgh, PA 15218",https://www.gianteagle.com/stores/pa/pittsburgh/edgewood-giant-eagle/1619,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.0,1117.0,Grocery store,"{'latitude': 40.4257165, 'longitude': -79.8865572}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping']",,-79.8865572,40.4257165,Point Breeze
6,R Market,ChIJx9iSpQzyNIgR_SApLGX0mx0,0x8834f20ca592d8c7:0x1d9bf4652c2920fd,https://lh5.googleusercontent.com/p/AF1QipMqr8_pQghI8d96wvJQanUEX7vgOA1HpKqlNPXw=w155-h92-k-no,(412) 661-7364,"256 S Highland Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.2,19.0,Grocery store,"{'latitude': 40.4572807, 'longitude': -79.9253167}","['In-store shopping', 'Delivery']",,-79.9253167,40.4572807,Point Breeze
7,New Young's Oriental Grocery Store,ChIJSVHH9vzxNIgR3wfqXU9_eaY,0x8834f1fcf6c75149:0xa6797f4f5dea07df,https://lh5.googleusercontent.com/p/AF1QipOAxyDQ1WViIohSalVWbPn1Upb19YZUjnmQ12qI=w80-h106-k-no,(412) 422-0559,"5813 Forward Ave, Pittsburgh, PA 15217",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9:30\u202fAM–6:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9:30\u202fAM–6:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9:30\u202fAM–6:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '1–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9:30\u202fAM–6:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9:30\u202fAM–6:30\u202fPM', 'date': '2023-10-18'}]}",4.4,97.0,Asian grocery store,"{'latitude': 40.429742, 'longitude': -79.922929}","['Delivery', 'In-store shopping', 'Same-day delivery']",,-79.922929,40.429742,Point Breeze
8,Panda Supermarket,ChIJMWsnJADyNIgRw4CWZZRWuTY,0x8834f20024276b31:0x36b95694659680c3,https://lh5.googleusercontent.com/p/AF1QipM-TSKJ2yAlraPD74cCo2qXWL_WpGaAsyNhwpFD=w163-h92-k-no,(412) 409-4430,"5816-5818 Forbes Ave, Pittsburgh, PA 15217",https://www.facebook.com/PandaSupermarket2017/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.5,605.0,Asian grocery store,"{'latitude': 40.4379242, 'longitude': -79.92223969999999}",['In-store shopping'],,-79.92223969999999,40.4379242,Point Breeze
9,Save A Lot,ChIJP0kgbNDtNIgRhOXNN2vB2t4,0x8834edd06c20493f:0xdedac16b37cde584,https://lh5.googleusercontent.com/p/AF1QipNmHCMph3egmv1mGJ6QEoA6lxGSfcqVp9FBB9No=w122-h92-k-no,(412) 242-3204,"725 Ross Ave, Pittsburgh, PA 15221",https://savealot.com/grocery-stores/pittsburgh-15221-21499,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",3.9,796.0,Grocery store,"{'latitude': 40.4428056, 'longitude': -79.8841966}","['In-store shopping', 'Delivery']",Source for discount groceries. Discount supermarket chain carrying brand-name & private-label grocery items.,-79.8841966,40.4428056,Point Breeze
10,Baketown Grocery,ChIJYX8MOr_tNIgRfzBp9ELv_BE,0x8834edbf3a0c7f61:0x11fcef42f469307f,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bqHeOanWFgrhdR6ZvsokRg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=62.204124&pitch=0&thumbfov=100,(412) 371-8084,"7355 Frankstown Ave, Pittsburgh, PA 15208",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9:30\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9:30\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9:30\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '1–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9:30\u202fAM–6\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9:30\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9:30\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.4,5.0,Grocery store,"{'latitude': 40.456528, 'longitude': -79.8919808}",['In-store shopping'],,-79.8919808,40.456528,Point Breeze
11,Squirrel Hill Market,ChIJTZI2vU_xNIgRUptka-9QjUw,0x8834f14fbd36924d:0x4c8d50ef6b649b52,https://lh5.googleusercontent.com/p/AF1QipOzNTE0iX_EOZN7cxY9LEYAvJZCv75SH5K8Gkc4=w85-h92-k-no,(412) 475-8495,"2130 Murray Ave, Pittsburgh, PA 15217",http://www.squirrelhillmarket.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.9,22.0,Gourmet grocery store,"{'latitude': 40.4328456, 'longitude': -79.9231815}","['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']",,-79.9231815,40.4328456,Point Breeze
12,Le's Grocery,ChIJ065oem7yNIgRyNHK-Ydebww,0x8834f26e7a68aed3:0xc6f5e87f9cad1c8,https://lh5.googleusercontent.com/p/AF1QipPyPyS2PyUFIdNqO7bk_o3cfvOEt_sxGSnmb9Ps=w80-h106-k-no,(412) 361-8930,"5482 Penn Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.9,14.0,Grocery store,"{'latitude': 40.463966899999996, 'longitude': -79.932666}","['In-store shopping', 'Delivery']",,-79.932666,40.463966899999996,Point Breeze
13,Whole Foods Market,ChIJuzJXK3fzNIgRRGhy1I7o2eI,0x8834f3772b5732bb:0xe2d9e88ed4726844,https://lh5.googleusercontent.com/p/AF1QipMGSGht6qPGSgr3-fb6GpY-N-wlV-gKhpfwjTxq=w122-h92-k-no,(412) 441-7960,"5700 Penn Ave, Pittsburgh, PA 15206",https://www.wholefoodsmarket.com/stores/eastliberty,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.3,571.0,Grocery store,"{'latitude': 40.462272299999995, 'longitude': -79.9286584}","['No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping']","Mainstay for natural & organic food. Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).",-79.9286584,40.462272299999995,Point Breeze
14,Cutty's Corner Market,ChIJ7d_S1MDtNIgR81UYxS4BGCE,0x8834edc0d4d2dfed:0x2118012ec51855f3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dU4ZGnR4ZcDcKCc-0mKr2Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=137.19681&pitch=0&thumbfov=100,(412) 244-3306,"558 N Braddock Ave, Pittsburgh, PA 15208",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",5.0,1.0,Grocery store,"{'latitude': 40.4526895, 'longitude': -79.8911182}","['In-store shopping', 'Delivery']",,-79.8911182,40.4526895,Point Breeze
15,Betts Market,ChIJq3m-fLjtNIgRbE3wTPpb0AQ,0x8834edb87cbe79ab:0x4d05bfa4cf04d6c,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-AAOq4WrvycbNbhHkvAZbw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=282.77026&pitch=0&thumbfov=100,(412) 243-3333,"819 Brushton Ave, Pittsburgh, PA 15208",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': 'Open 24 hours', 'date': '2023-10-12'}, {'day': 'Friday', 'time': 'Open 24 hours', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': 'Open 24 hours', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Open 24 hours', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Open 24 hours', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Open 24 hours', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': 'Open 24 hours', 'date': '2023-10-18'}]}",3.6,42.0,Grocery store,"{'latitude': 40.4553339, 'longitude': -79.8883063}","['In-store shopping', 'Delivery']",,-79.8883063,40.4553339,Point Breeze
16,Target Grocery,ChIJ6RDkZ13zNIgRB4KfciY0JZA,0x8834f35d67e410e9:0x90253426729f8207,https://lh5.googleusercontent.com/p/AF1QipO0gM6IhDBwZPlzUGyybC0hW59clUbenoi_8M4V=w163-h92-k-no,(412) 626-3258,"6231 Penn Ave, Pittsburgh, PA 15206",https://www.target.com/c/order-pickup/-/N-ng0a0,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",3.7,3.0,Grocery store,"{'latitude': 40.4609075, 'longitude': -79.9212089}","['In-store pickup', 'In-store shopping']",,-79.9212089,40.4609075,Point Breeze
