position,title,placeId,dataId,thumbnail,phone,address,website,description,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,longitude,latitude,area
4,Piccolo Forno,ChIJ5UoaTrPzNIgR67C6D3W0d-M,0x8834f3b34e1a4ae5:0xe377b4750fbab0eb,https://lh5.googleusercontent.com/p/AF1QipNH2FAsUt49qFCLzvI8BtHYGPInNFBdu81uqpwc=w138-h92-k-no,(412) 622-0111,"3801 Butler St, Pittsburgh, PA 15201",http://www.piccolo-forno.com/,"BYOB Italian eatery with wood-fired pies. Charming BYOB spot for handmade pasta, wood-fired pizza & tiramisu amid simple & classic decor.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '12–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '12–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '12–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '12–9\u202fPM', 'date': '2023-10-18'}]}",4.5,887.0,Italian restaurant,"{'latitude': 40.4670037, 'longitude': -79.9643576}","['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9643576,40.4670037,lawrenceville
5,Morcilla,ChIJ4SrQ-rTzNIgRBCWal8EzERk,0x8834f3b4fad02ae1:0x191133c1979a2504,https://lh5.googleusercontent.com/p/AF1QipN4D9NX58qhJQ2fLQRZQsiG0oNx-a4G9d8xcOHM=w163-h92-k-no,(412) 652-9924,"3519 Butler St, Pittsburgh, PA 15201",http://morcillapittsburgh.com/,"Spanish cuisine, cocktails & wine. A big Spanish menu featuring pintxos (snacks),  sandwiches & larger plates plus wine & cocktails.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–9\u202fPM', 'date': '2023-10-18'}]}",4.7,813.0,Spanish restaurant,"{'latitude': 40.4645563, 'longitude': -79.9660908}","['Takeout', 'Dine-in']",-79.9660908,40.4645563,lawrenceville
6,Round Corner Cantina,ChIJ8zAcVLPzNIgRhsHbKaVgfnM,0x8834f3b3541c30f3:0x737e60a529dbc186,https://lh5.googleusercontent.com/p/AF1QipN0OOcHt9yC_Ooe3GOudKoofYrHnwWBxpT0Vy4R=w199-h92-k-no,(412) 904-2279,"3720 Butler St, Pittsburgh, PA 15201",http://roundcornercantina.com/,"Vibrant setting for tacos & cocktails. Festively decked-out space for Mexican fare & lots of drinks, including buckets of beer.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '3\u202fPM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '3–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '5–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–11\u202fPM', 'date': '2023-10-18'}]}",4.3,965.0,Mexican restaurant,"{'latitude': 40.466702999999995, 'longitude': -79.964259}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.964259,40.466702999999995,lawrenceville
7,Brick Shop,ChIJrzelqffzNIgRnDkl4GRkyd8,0x8834f3f7a9a537af:0xdfc96464e025399c,https://lh5.googleusercontent.com/p/AF1QipPCWD98s_tNcu8eUrngSFiFtAeHX9z9L0FWMKcb=w137-h92-k-no,(412) 785-7824,"177 40th St, Pittsburgh, PA 15201",https://brickshoppgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '5–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': 'Closed', 'date': '2023-10-18'}]}",4.3,48.0,Bistro,"{'latitude': 40.469344799999995, 'longitude': -79.9628448}","['Takeout', 'Dine-in', 'Delivery']",-79.9628448,40.469344799999995,lawrenceville
8,The Parlor Dim Sum,ChIJV4HpDlLyNIgRnw3FBi-owp4,0x8834f2520ee98157:0x9ec2a82f06c50d9f,https://lh5.googleusercontent.com/p/AF1QipO_HkIuCbslrkTcEvtQQuhypv8VPDOGBc7N9EVX=w138-h92-k-no,(412) 586-4796,"4401 Butler St, Pittsburgh, PA 15201",http://theparlordimsum.com/,Modern cafe for housemade noodles. Noodle specialist for traditional & inventive bowls of ramen plus small dishes in a relaxed setting.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–10\u202fPM', 'date': '2023-10-18'}]}",4.3,224.0,Cantonese restaurant,"{'latitude': 40.4716799, 'longitude': -79.9598796}","['Outdoor seating', 'Takeout', 'Dine-in']",-79.9598796,40.4716799,lawrenceville
9,Umami,ChIJbTN0U7PzNIgRbg-WVM1LlSU,0x8834f3b35374336d:0x25954bcd54960f6e,https://lh5.googleusercontent.com/p/AF1QipORZSJTc17OOtYZmXYPCdr2W5ubAY01I0WvnwOC=w122-h92-k-no,(412) 224-2354,"202 38th St, Pittsburgh, PA 15201",http://umamipgh.com/,Bustling Japanese stop for street eats. Fun & festive option with an outdoor patio serving contemporary sushi & Japanese street food.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–10\u202fPM', 'date': '2023-10-18'}]}",4.6,875.0,Japanese restaurant,"{'latitude': 40.4666498, 'longitude': -79.9642252}","['Delivery', 'Takeout', 'Dine-in']",-79.9642252,40.4666498,lawrenceville
10,Merchant Oyster Co.,ChIJhbb-m03yNIgRUsWJ-htXSRY,0x8834f24d9bfeb685:0x1649571bfa89c552,https://lh5.googleusercontent.com/p/AF1QipOz4CValofUlSmtcdjV894f20TjnHiCRcRIvVw4=w163-h92-k-no,(412) 932-2553,"4129 Butler St, Pittsburgh, PA 15201",https://www.merchantpgh.com/,Relaxed seafood eatery with a raw bar. Seafood staples like chowder & lobster rolls are served with local brews at this easygoing spot.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–4\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4–9\u202fPM', 'date': '2023-10-18'}]}",4.5,458.0,Oyster bar restaurant,"{'latitude': 40.4702203, 'longitude': -79.9607968}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.9607968,40.4702203,lawrenceville
11,Over Eden,ChIJTdlGrlzzNIgRIQf1pxrBMXc,0x8834f35cae46d94d:0x7731c11aa7f50721,https://lh5.googleusercontent.com/p/AF1QipPHHYmEkw9d4Y-JbVoGcocZRKMaP99kycnMMAxH=w122-h92-k-no,(412) 785-7825,"177 40th St, Pittsburgh, PA 15201",https://www.overeden.com/,Cool rooftop bar with views & snacks. Dramatic city views feature at this trendy rooftop haunt for global bites & craft cocktails.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–10\u202fPM', 'date': '2023-10-18'}]}",4.0,306.0,American restaurant,"{'latitude': 40.469456, 'longitude': -79.9629301}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-79.9629301,40.469456,lawrenceville
12,Burghers Brewing Company Lawrenceville Tap House,ChIJ0TkalrTzNIgR3WQ1VOvp8Jg,0x8834f3b4961a39d1:0x98f0e9eb543564dd,https://lh5.googleusercontent.com/p/AF1QipOgTC_KqB9oGCcoF8N9gwUoKGDFZ2Kl7H_2kIuf=w122-h92-k-no,(412) 904-2622,"3601 Butler St, Pittsburgh, PA 15201",http://burgherspgh.com/,"Farm-to-table burgers & shakes. Upbeat spot offering build-your-own burgers & other locally sourced fare, plus shakes & sodas.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.3,574.0,Hamburger restaurant,"{'latitude': 40.4655084, 'longitude': -79.9653805}",['Identifies as veteran-owned'],-79.9653805,40.4655084,lawrenceville
13,The Forge,ChIJp_wPvlXzNIgR1ua9flvQiQ8,0x8834f355be0ffca7:0xf89d05b7ebde6d6,https://lh5.googleusercontent.com/p/AF1QipNHoeMq1NPJBdEvXGqx4cZQ2-cIanyF0tYT0lt2=w163-h92-k-no,(412) 408-3322,"3345 Penn Ave, Pittsburgh, PA 15201",http://www.theforgepgh.com/,"Cozy lounge for small plates & cocktails. Chill lounge & bar with a contemporary vibe offering Mediterranean small plates, plus cocktails.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '5–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–11\u202fPM', 'date': '2023-10-18'}]}",4.6,251.0,Restaurant,"{'latitude': 40.4626145, 'longitude': -79.9675396}","['Takeout', 'Dine-in', 'Delivery']",-79.9675396,40.4626145,lawrenceville
14,Senti Restaurant,ChIJBz2zA7XzNIgRZbcBa1o8x_c,0x8834f3b503b33d07:0xf7c73c5a6b01b765,https://lh5.googleusercontent.com/p/AF1QipPDuAmaCBXRMgk2fbAW6qyxeUJ7FDJT9-z6phf3=w138-h92-k-no,(412) 586-4347,"3473 Butler St, Pittsburgh, PA 15201",http://www.sentirestaurant.com/,Italian food & wine in sleek surrounds. Art-filled Italian eatery offering fresh takes on classics & a wine bar with an automatic dispenser.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–9\u202fPM', 'date': '2023-10-18'}]}",4.6,374.0,Italian restaurant,"{'latitude': 40.4639153, 'longitude': -79.96667099999999}","['Outdoor seating', 'Curbside pickup', 'Takeout', 'Dine-in', 'Delivery']",-79.96667099999999,40.4639153,lawrenceville
15,Mi Empanada,ChIJVV4HnqLxNIgRxbPYfPin_Wo,0x8834f1a29e075e55:0x6afda7f87cd8b3c5,https://lh5.googleusercontent.com/p/AF1QipOJ1i737OQpmOx85yeikcyMKNGkcTrTPHloGI71=w80-h106-k-no,(412) 685-5474,"4034 Butler St, Pittsburgh, PA 15201",http://www.miempanada.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10\u202fAM–9\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.6,177.0,Restaurant,"{'latitude': 40.469329099999996, 'longitude': -79.9612259}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9612259,40.469329099999996,lawrenceville
16,Oasis Restaurant,ChIJ58X5w67zNIgRLny0vnJKViM,0x8834f3aec3f9c5e7:0x23564a72beb47c2e,https://lh5.googleusercontent.com/p/AF1QipP4uvhIHfpJnkQfpFJDJNz3foB2DWTTGG_5nfQl=w204-h92-k-no,(412) 904-1796,"4012 Butler St, Pittsburgh, PA 15201",http://oasisrestaurantpgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–3\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12\u202fPM–3\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12\u202fPM–2\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-18'}]}",4.4,39.0,Restaurant,"{'latitude': 40.4688893, 'longitude': -79.9616618}","['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9616618,40.4688893,lawrenceville
17,Geppetto Cafe,ChIJ9y_Onk3yNIgRg1Zzijr0ge4,0x8834f24d9ece2ff7:0xee81f43a8a735683,https://lh5.googleusercontent.com/p/AF1QipPuAFaURQW_XouD4IO0DWffASblAbxW81z3INZm=w122-h92-k-no,(412) 709-6399,"4121 Butler St, Pittsburgh, PA 15201",http://www.geppettocafe.com/,"Daytime cafe for crêpes & coffee. Breakfast & brunch cafe offering crêpes, waffles & French toast in a cool, vintage-inspired space.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–3\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–4\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–4\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–3\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–3\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",4.7,1009.0,Creperie,"{'latitude': 40.4700805, 'longitude': -79.9609069}",['Identifies as Asian-owned'],-79.9609069,40.4700805,lawrenceville
18,Dijlah Restaurant and cafe,ChIJDxKskE3yNIgRZVoDJ9pI2OE,0x8834f24d90ac120f:0xe1d848da27035a65,https://lh5.googleusercontent.com/p/AF1QipP38ggjGS_MHewCnos-zQz_eG75OVdEJpWqTSOo=w184-h92-k-no,(412) 742-4998,"4130 Butler St, Pittsburgh, PA 15201",https://dijlahrestaurantcafe.menufy.com/,"Middle Eastern bites in comfy halal digs. Relaxed halal choice with sizable Middle Eastern plates to eat in or take out, plus a hookah lounge.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4:30\u202fPM–1\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5\u202fPM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '1:30\u202fPM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '1:30\u202fPM–1\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4:30\u202fPM–1\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4:30\u202fPM–1\u202fAM', 'date': '2023-10-18'}]}",4.3,587.0,Middle Eastern restaurant,"{'latitude': 40.4701807, 'longitude': -79.9605352}","['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9605352,40.4701807,lawrenceville
19,The Nook,ChIJm-4CqZzzNIgR7EX7MH7PMTg,0x8834f39ca902ee9b:0x3831cf7e30fb45ec,https://lh5.googleusercontent.com/p/AF1QipO3MmAIlCDD9Dhv90qlOw9vD0KNx3uhB-sD_WVT=w80-h106-k-no,(412) 505-5685,"3811 Butler St, Pittsburgh, PA 15201",http://nookpgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–3\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–3\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",4.5,238.0,Breakfast restaurant,"{'latitude': 40.467220499999996, 'longitude': -79.9641709}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9641709,40.467220499999996,lawrenceville
20,The Abbey on Butler Street,ChIJb026fVHyNIgRp717s78G9n0,0x8834f2517dba4d6f:0x7df606bfb37bbda7,https://lh5.googleusercontent.com/p/AF1QipPjEHQ_ZsuDbD5ohhQRtNjnrSQrwn7ce2FGQHVm=w122-h92-k-no,(412) 682-0200,"4635 Butler St, Pittsburgh, PA 15201",http://theabbeyonbutlerstreet.com/,"Hybrid coffeehouse–New American eatery. Trendy, spacious cafe serving espresso, craft beer & cocktails, plus New American cuisine.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–3\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",4.3,2032.0,Restaurant,"{'latitude': 40.473827199999995, 'longitude': -79.9584053}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.9584053,40.473827199999995,lawrenceville
1,Point Brugge Cafe,ChIJZU5v0vbtNIgRMii7ACbO6JI,0x8834edf6d26f4e65:0x92e8ce2600bb2832,https://lh5.googleusercontent.com/p/AF1QipMo0IKf-3XW_Az_CKXJcLdbl_yDVN2-HACn8Tnc=w122-h92-k-no,(412) 441-3334,"401 Hastings St, Pittsburgh, PA 15206",https://www.pointbrugge.com/point-brugge,Breezy spot for Belgian-inspired eats. Cozy European-style bistro with indoor & outdoor seating offering Belgian-inspired dishes & brunch.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11:30\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.6,1159.0,European restaurant,"{'latitude': 40.4500837, 'longitude': -79.9139125}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-79.9139125,40.4500837,point breeze
2,Pino's,ChIJ_TOmxfbtNIgREOzdauNQIus,0x8834edf6c5a633fd:0xeb2250e36addec10,https://lh5.googleusercontent.com/p/AF1QipNsg282Q7JdwLrXjNh7PaswpgiiJIMAk7vPgPNq=w122-h92-k-no,(412) 361-1336,"6738 Reynolds St, Pittsburgh, PA 15206",http://www.chefpino.com/,"Chef-owned eatery with an intimate setup. This cozy, chef-owned spot with mosaic tabletops offers contemporary Italian cuisine & a wine list.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4–9\u202fPM', 'date': '2023-10-18'}]}",4.6,329.0,Italian restaurant,"{'latitude': 40.4502737, 'longitude': -79.91448869999999}","['Outdoor seating', 'Curbside pickup', 'Takeout', 'Dine-in', 'Delivery']",-79.91448869999999,40.4502737,point breeze
3,Taquitos,ChIJOUrEhvftNIgRExY3TbnV6-Y,0x8834edf786c44a39:0xe6ebd5b94d371613,https://lh5.googleusercontent.com/p/AF1QipOOdNPbd0tgt1YrTXJH1E86d7wBmWy4OmNyJITU=w122-h92-k-no,(412) 503-7733,"7328 Penn Ave, Pittsburgh, PA 15208",https://tastytaquitos.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '12–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '12–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '12–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '12–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '12–8\u202fPM', 'date': '2023-10-18'}]}",4.5,15.0,Mexican restaurant,"{'latitude': 40.4480826, 'longitude': -79.8985301}","['Outdoor seating', 'Takeout', 'Dine-in']",-79.8985301,40.4480826,point breeze
4,Evergreen Cafe,ChIJhy57tOntNIgROFIEFKXVngs,0x8834ede9b47b2e87:0xb9ed5a514045238,https://lh5.googleusercontent.com/p/AF1QipNVfHebbxcVS-YjDe0uli6WDRbA_yBIFOxeG2r0=w122-h92-k-no,(412) 241-5577,"7330 Penn Ave, Pittsburgh, PA 15208",undefined,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-18'}]}",4.1,186.0,Bar & grill,"{'latitude': 40.448123599999995, 'longitude': -79.8985141}","['Takeout', 'Dine-in', 'Delivery']",-79.8985141,40.448123599999995,point breeze
